DATE,ACTUAL,PREDICT,UPPER,LOWER,ERROR,STD,NERROR,_LINEAR_,_QUAD_,sin1,cos1,sin2,cos2,sin3,cos3,sin4,cos4,sin5,cos5,cos6
01DEC1992,7081181,6837974,9365901,4310047,243207,1289782,0.1886,57,3249,-9.31E-15,1.0000,-1.86E-14,1.0000,-1.37E-14,1.0000,-3.72E-14,1.0000,-3.92E-15,1.0000,1.0000
01JAN1993,13345376,9766523,12294450,7238596,3578853,1289782,2.7748,58,3364,0.5000,0.8660,0.8660,0.5000,1.0000,1.911E-14,0.8660,-0.5000,0.5000,-0.8660,-1.0000
01FEB1993,6211981,6574280,9102207,4046354,-362299,1289782,-0.2809,59,3481,0.8660,0.5000,0.8660,-0.5000,-3.92E-15,-1.0000,-0.8660,-0.5000,-0.8660,0.5000,1.0000
01MAR1993,8103349,8148397,10676324,5620470,-45048,1289782,-0.0349,60,3600,1.0000,7.595E-15,1.519E-14,-1.0000,-1.0000,-1.47E-15,-3.04E-14,1.0000,1.0000,-2.6E-14,-1.0000
01APR1993,7161457,6872530,9400457,4344603,288927,1289782,0.2240,61,3721,0.8660,-0.5000,-0.8660,-0.5000,-6.86E-15,1.0000,0.8660,-0.5000,-0.8660,-0.5000,1.0000
01MAY1993,4604493,4474514,7002441,1946587,129979,1289782,0.1008,62,3844,0.5000,-0.8660,-0.8660,0.5000,1.0000,1.225E-14,-0.8660,-0.5000,0.5000,0.8660,-1.0000
01JUN1993,5701641,3932359,6460286,1404432,1769282,1289782,1.3718,63,3969,5.88E-15,-1.0000,-1.18E-14,1.0000,1.764E-14,-1.0000,-2.35E-14,1.0000,9.76E-16,-1.0000,1.0000
01JUL1993,5859560,6148620,8676546,3620693,-289060,1289782,-0.2241,64,4096,-0.5000,-0.8660,0.8660,0.5000,-1.0000,5.393E-15,0.8660,-0.5000,-0.5000,0.8660,-1.0000
01AUG1993,6883263,8116060,10643986,5588133,-1232797,1289782,-0.9558,65,4225,-0.8660,-0.5000,0.8660,-0.5000,2.476E-18,1.0000,-0.8660,-0.5000,0.8660,-0.5000,1.0000
01SEP1993,7238615,7390853,9918780,4862927,-152238,1289782,-0.1180,66,4356,-1.0000,-4.16E-15,8.329E-15,-1.0000,1.0000,5.388E-15,-1.67E-14,1.0000,-1.0000,2.892E-14,-1.0000
01OCT1993,9463285,7577084,10105010,5049157,1886201,1289782,1.4624,67,4489,-0.8660,0.5000,-0.8660,-0.5000,1.078E-14,-1.0000,0.8660,-0.5000,0.8660,0.5000,1.0000
01NOV1993,7716502,6316313,8844240,3788386,1400189,1289782,1.0856,68,4624,-0.5000,0.8660,-0.8660,0.5000,-1.0000,-1.62E-14,-0.8660,-0.5000,-0.5000,-0.8660,-1.0000
01DEC1993,5414492,7128293,9656219,4600366,-1713801,1289782,-1.3288,69,4761,-9.55E-15,1.0000,-1.91E-14,1.0000,-2.16E-14,1.0000,-3.82E-14,1.0000,1.964E-15,1.0000,1.0000
01JAN1994,8886329,10066890,12594817,7538963,-1180561,1289782,-0.9153,70,4900,0.5000,0.8660,0.8660,0.5000,1.0000,-1.47E-15,0.8660,-0.5000,0.5000,-0.8660,-1.0000
01FEB1994,7115231,6884696,9412623,4356769,230535,1289782,0.1787,71,5041,0.8660,0.5000,0.8660,-0.5000,3.918E-15,-1.0000,-0.8660,-0.5000,-0.8660,0.5000,1.0000
01MAR1994,8282449,8468861,10996788,5940934,-186412,1289782,-0.1445,72,5184,1.0000,7.84E-15,1.568E-14,-1.0000,-1.0000,-9.31E-15,-3.14E-14,1.0000,1.0000,-3.19E-14,-1.0000
01APR1994,7319900,7203042,9730969,4675116,116858,1289782,0.0906,73,5329,0.8660,-0.5000,-0.8660,-0.5000,-1.47E-14,1.0000,0.8660,-0.5000,-0.8660,-0.5000,1.0000
01MAY1994,5235447,4815075,7343001,2287148,420372,1289782,0.3259,74,5476,0.5000,-0.8660,-0.8660,0.5000,1.0000,2.009E-14,-0.8660,-0.5000,0.5000,0.8660,-1.0000
01JUN1994,4030757,4282968,6810895,1755041,-252211,1289782,-0.1955,75,5625,1.323E-14,-1.0000,-2.65E-14,1.0000,-2.94E-15,-1.0000,-5.29E-14,1.0000,-4.9E-15,-1.0000,1.0000
01JUL1994,6962523,6509277,9037204,3981350,453246,1289782,0.3514,76,5776,-0.5000,-0.8660,0.8660,0.5000,-1.0000,-2.45E-15,0.8660,-0.5000,-0.5000,0.8660,-1.0000
01AUG1994,7960453,8486766,11014692,5958839,-526313,1289782,-0.4081,77,5929,-0.8660,-0.5000,0.8660,-0.5000,-7.84E-15,1.0000,-0.8660,-0.5000,0.8660,-0.5000,1.0000
01SEP1994,7880669,7771608,10299534,5243681,109061,1289782,0.0846,78,6084,-1.0000,-4.41E-15,8.819E-15,-1.0000,1.0000,1.323E-14,-1.76E-14,1.0000,-1.0000,-2.2E-14,-1.0000
01OCT1994,8428762,7967886,10495813,5439960,460876,1289782,0.3573,79,6241,-0.8660,0.5000,-0.8660,-0.5000,1.862E-14,-1.0000,0.8660,-0.5000,0.8660,0.5000,1.0000
01NOV1994,7659724,6717164,9245091,4189237,942560,1289782,0.7308,80,6400,-0.5000,0.8660,-0.8660,0.5000,-1.0000,4.413E-15,-0.8660,-0.5000,-0.5000,-0.8660,-1.0000
01DEC1994,9337134,7539192,10067119,5011265,1797942,1289782,1.3940,81,6561,-9.8E-15,1.0000,-1.96E-14,1.0000,-9.77E-16,1.0000,-3.92E-14,1.0000,7.845E-15,1.0000,1.0000
01JAN1995,9840000,10487838,13015764,7959911,-647838,1289782,-0.5023,82,6724,0.5000,0.8660,0.8660,0.5000,1.0000,6.368E-15,0.8660,-0.5000,0.5000,-0.8660,-1.0000
01FEB1995,7318000,7315692,9843619,4787765,2308,1289782,0.001789,83,6889,0.8660,0.5000,0.8660,-0.5000,1.176E-14,-1.0000,-0.8660,-0.5000,-0.8660,0.5000,1.0000
01MAR1995,7284000,8909905,11437832,6381979,-1625905,1289782,-1.2606,84,7056,1.0000,9.791E-16,1.958E-15,-1.0000,-1.0000,-1.71E-14,-3.92E-15,1.0000,1.0000,1.911E-14,-1.0000
01APR1995,8483000,7654135,10182062,5126208,828865,1289782,0.6426,85,7225,0.8660,-0.5000,-0.8660,-0.5000,5.883E-15,1.0000,0.8660,-0.5000,-0.8660,-0.5000,1.0000
01MAY1995,5031000,5276216,7804143,2748289,-245216,1289782,-0.1901,86,7396,0.5000,-0.8660,-0.8660,0.5000,1.0000,-4.93E-16,-0.8660,-0.5000,0.5000,0.8660,-1.0000
01JUN1995,4361000,4754158,7282084,2226231,-393158,1289782,-0.3048,87,7569,6.369E-15,-1.0000,-1.27E-14,1.0000,4.897E-15,-1.0000,-2.55E-14,1.0000,-1.08E-14,-1.0000,1.0000
01JUL1995,7522000,6990515,9518442,4462588,531485,1289782,0.4121,88,7744,-0.5000,-0.8660,0.8660,0.5000,-1.0000,-1.03E-14,0.8660,-0.5000,-0.5000,0.8660,-1.0000
01AUG1995,8405000,8978052,11505979,6450125,-573052,1289782,-0.4443,89,7921,-0.8660,-0.5000,0.8660,-0.5000,-1.57E-14,1.0000,-0.8660,-0.5000,0.8660,-0.5000,1.0000
01SEP1995,9160000,8272942,10800869,5745016,887058,1289782,0.6878,90,8100,-1.0000,-1.18E-14,2.352E-14,-1.0000,1.0000,2.107E-14,-4.7E-14,1.0000,-1.0000,-1.62E-14,-1.0000
01OCT1995,9222000,8479269,11007196,5951343,742731,1289782,0.5759,91,8281,-0.8660,0.5000,-0.8660,-0.5000,-1.96E-15,-1.0000,0.8660,-0.5000,0.8660,0.5000,1.0000
01NOV1995,8674000,7238596,9766522,4710669,1435404,1289782,1.1129,92,8464,-0.5000,0.8660,-0.8660,0.5000,-1.0000,-3.43E-15,-0.8660,-0.5000,-0.5000,-0.8660,-1.0000
01DEC1995,10660000,8070672,10598599,5542745,2589328,1289782,2.0076,93,8649,-2.94E-15,1.0000,-5.88E-15,1.0000,-8.82E-15,1.0000,-1.18E-14,1.0000,1.373E-14,1.0000,1.0000
01JAN1996,10425000,11029366,13557293,8501439,-604366,1289782,-0.4686,94,8836,0.5000,0.8660,0.8660,0.5000,1.0000,1.421E-14,0.8660,-0.5000,0.5000,-0.8660,-1.0000
01FEB1996,9365000,7867269,10395195,5339342,1497731,1289782,1.1612,95,9025,0.8660,0.5000,0.8660,-0.5000,1.96E-14,-1.0000,-0.8660,-0.5000,-0.8660,0.5000,1.0000
01MAR1996,10308000,9471530,11999457,6943604,836470,1289782,0.6485,96,9216,1.0000,8.329E-15,1.666E-14,-1.0000,-1.0000,3.433E-15,-3.33E-14,1.0000,1.0000,1.323E-14,-1.0000
01APR1996,8638000,8225809,10753735,5697882,412191,1289782,0.3196,97,9409,0.8660,-0.5000,-0.8660,-0.5000,-1.96E-15,1.0000,0.8660,-0.5000,-0.8660,-0.5000,1.0000
01MAY1996,6582000,5857938,8385864,3330011,724062,1289782,0.5614,98,9604,0.5000,-0.8660,-0.8660,0.5000,1.0000,7.347E-15,-0.8660,-0.5000,0.5000,0.8660,-1.0000
01JUN1996,4967000,5345928,7873855,2818001,-378928,1289782,-0.2938,99,9801,1.372E-14,-1.0000,-2.74E-14,1.0000,1.274E-14,-1.0000,-5.49E-14,1.0000,-1.67E-14,-1.0000,1.0000
01JUL1996,7718000,7592334,10120260,5064407,125666,1289782,0.0974,100,10000,-0.5000,-0.8660,0.8660,0.5000,-1.0000,-1.81E-14,0.8660,-0.5000,-0.5000,0.8660,-1.0000
01AUG1996,8769000,9589919,12117846,7061992,-820919,1289782,-0.6365,101,10201,-0.8660,-0.5000,0.8660,-0.5000,-2.35E-14,1.0000,-0.8660,-0.5000,0.8660,-0.5000,1.0000
01SEP1996,10527000,8894858,11422784,6366931,1632142,1289782,1.2654,102,10404,-1.0000,-4.9E-15,9.798E-15,-1.0000,1.0000,4.868E-16,-1.96E-14,1.0000,-1.0000,-1.03E-14,-1.0000
01OCT1996,8486000,9111233,11639160,6583306,-625233,1289782,-0.4848,103,10609,-0.8660,0.5000,-0.8660,-0.5000,5.877E-15,-1.0000,0.8660,-0.5000,0.8660,0.5000,1.0000
01NOV1996,8033000,7880608,10408534,5352681,152392,1289782,0.1182,104,10816,-0.5000,0.8660,-0.8660,0.5000,-1.0000,-1.13E-14,-0.8660,-0.5000,-0.5000,-0.8660,-1.0000
01DEC1996,10566000,8722732,11250659,6194806,1843268,1289782,1.4291,105,11025,-1.03E-14,1.0000,-2.06E-14,1.0000,-1.67E-14,1.0000,-4.12E-14,1.0000,1.961E-14,1.0000,1.0000
01JAN1997,9089000,11691475,14219402,9163548,-2602475,1289782,-2.0178,106,11236,0.5000,0.8660,0.8660,0.5000,1.0000,2.205E-14,0.8660,-0.5000,0.5000,-0.8660,-1.0000
01FEB1997,7927000,8539426,11067353,6011499,-612426,1289782,-0.4748,107,11449,0.8660,0.5000,0.8660,-0.5000,-9.83E-16,-1.0000,-0.8660,-0.5000,-0.8660,0.5000,1.0000
01MAR1997,10113000,10153736,12681663,7625809,-40736,1289782,-0.0316,108,11664,1.0000,1.568E-14,3.136E-14,-1.0000,-1.0000,-4.41E-15,-6.27E-14,1.0000,1.0000,7.345E-15,-1.0000
01APR1997,8410000,8918063,11445989,6390136,-508063,1289782,-0.3939,109,11881,0.8660,-0.5000,-0.8660,-0.5000,-9.8E-15,1.0000,0.8660,-0.5000,-0.8660,-0.5000,1.0000
01MAY1997,6571000,6560240,9088167,4032313,10760,1289782,0.008343,110,12100,0.5000,-0.8660,-0.8660,0.5000,1.0000,1.519E-14,-0.8660,-0.5000,0.5000,0.8660,-1.0000
01JUN1997,5885000,6058279,8586205,3530352,-173279,1289782,-0.1343,111,12321,6.859E-15,-1.0000,-1.37E-14,1.0000,2.058E-14,-1.0000,-2.74E-14,1.0000,-2.25E-14,-1.0000,1.0000
01JUL1997,8534000,8314733,10842660,5786806,219267,1289782,0.1700,112,12544,-0.5000,-0.8660,0.8660,0.5000,-1.0000,-2.6E-14,0.8660,-0.5000,-0.5000,0.8660,-1.0000
01AUG1997,10135000,10322366,12850293,7794440,-187366,1289782,-0.1453,113,12769,-0.8660,-0.5000,0.8660,-0.5000,-3.14E-14,1.0000,-0.8660,-0.5000,0.8660,-0.5000,1.0000
01SEP1997,8182000,9637353,12165280,7109427,-1455353,1289782,-1.1284,114,12996,-1.0000,-1.22E-14,2.45E-14,-1.0000,1.0000,3.675E-14,-4.9E-14,1.0000,-1.0000,-4.4E-15,-1.0000
01OCT1997,9052000,9863777,12391704,7335851,-811777,1289782,-0.6294,115,13225,-0.8660,0.5000,-0.8660,-0.5000,-1.47E-14,-1.0000,0.8660,-0.5000,0.8660,0.5000,1.0000
01NOV1997,10418000,8643200,11171127,6115274,1774800,1289782,1.3760,116,13456,-0.5000,0.8660,-0.8660,0.5000,-1.0000,9.314E-15,-0.8660,-0.5000,-0.5000,-0.8660,-1.0000
01DEC1997,11794000,9495373,12023300,6967447,2298627,1289782,1.7822,117,13689,-3.43E-15,1.0000,-6.86E-15,1.0000,3.924E-15,1.0000,-1.37E-14,1.0000,2.549E-14,1.0000,1.0000
01JAN1998,13263000,12474164,15002091,9946238,788836,1289782,0.6116,118,13924,0.5000,0.8660,0.8660,0.5000,1.0000,1.466E-15,0.8660,-0.5000,0.5000,-0.8660,-1.0000
01FEB1998,10313000,9332164,11860090,6804237,980836,1289782,0.7605,119,14161,0.8660,0.5000,0.8660,-0.5000,6.857E-15,-1.0000,-0.8660,-0.5000,-0.8660,0.5000,1.0000
01MAR1998,11445000,10956522,13484449,8428595,488478,1289782,0.3787,120,14400,1.0000,8.819E-15,1.764E-14,-1.0000,-1.0000,-1.22E-14,-3.53E-14,1.0000,1.0000,1.464E-15,-1.0000
01APR1998,10960000,9730897,12258824,7202970,1229103,1289782,0.9530,121,14641,0.8660,-0.5000,-0.8660,-0.5000,-1.76E-14,1.0000,0.8660,-0.5000,-0.8660,-0.5000,1.0000
01MAY1998,7460000,7383123,9911050,4855196,76877,1289782,0.0596,122,14884,0.5000,-0.8660,-0.8660,0.5000,1.0000,2.303E-14,-0.8660,-0.5000,0.5000,0.8660,-1.0000
01JUN1998,4608000,6891210,9419137,4363283,-2283210,1289782,-1.7702,123,15129,1.421E-14,-1.0000,-2.84E-14,1.0000,2.842E-14,-1.0000,-5.68E-14,1.0000,-2.84E-14,-1.0000,1.0000
01JUL1998,6893000,9157712,11685639,6629786,-2264712,1289782,-1.7559,124,15376,-0.5000,-0.8660,0.8660,0.5000,-1.0000,-3.38E-14,0.8660,-0.5000,-0.5000,0.8660,-1.0000
01AUG1998,10118000,11175394,13703321,8647468,-1057394,1289782,-0.8198,125,15625,-0.8660,-0.5000,0.8660,-0.5000,-3.92E-14,1.0000,-0.8660,-0.5000,0.8660,-0.5000,1.0000
01SEP1998,9051000,10500430,13028357,7972503,-1449430,1289782,-1.1238,126,15876,-1.0000,-5.39E-15,1.078E-14,-1.0000,1.0000,-1.23E-14,-2.16E-14,1.0000,-1.0000,1.476E-15,-1.0000
01OCT1998,9436000,10736902,13264829,8208975,-1300902,1289782,-1.0086,127,16129,-0.8660,0.5000,-0.8660,-0.5000,-6.86E-15,-1.0000,0.8660,-0.5000,0.8660,0.5000,1.0000
01NOV1998,10307000,9526374,12054300,6998447,780626,1289782,0.6052,128,16384,-0.5000,0.8660,-0.8660,0.5000,-1.0000,1.474E-15,-0.8660,-0.5000,-0.5000,-0.8660,-1.0000
01DEC1998,11327000,10388595,12916522,7860668,938405,1289782,0.7276,129,16641,-1.08E-14,1.0000,-2.16E-14,1.0000,-3.92E-15,1.0000,-4.31E-14,1.0000,3.137E-14,1.0000,1.0000
01JAN1999,12603013,13377434,15905361,10849507,-774421,1289782,-0.6004,130,16900,0.5000,0.8660,0.8660,0.5000,1.0000,9.307E-15,0.8660,-0.5000,0.5000,-0.8660,-1.0000
01FEB1999,8384613,10245482,12773409,7717555,-1860869,1289782,-1.4428,131,17161,0.8660,0.5000,0.8660,-0.5000,1.47E-14,-1.0000,-0.8660,-0.5000,-0.8660,0.5000,1.0000
01MAR1999,12627362,11879889,14407816,9351962,747473,1289782,0.5795,132,17424,1.0000,1.617E-14,3.234E-14,-1.0000,-1.0000,-2.01E-14,-6.47E-14,1.0000,1.0000,-4.42E-15,-1.0000
01APR1999,9296622,10664312,13192239,8136385,-1367690,1289782,-1.0604,133,17689,0.8660,-0.5000,-0.8660,-0.5000,-2.55E-14,1.0000,0.8660,-0.5000,-0.8660,-0.5000,1.0000
01MAY1999,7936936,8326586,10854513,5798660,-389650,1289782,-0.3021,134,17956,0.5000,-0.8660,-0.8660,0.5000,1.0000,3.087E-14,-0.8660,-0.5000,0.5000,0.8660,-1.0000
01JUN1999,6698641,7844722,10372649,5316795,-1146081,1289782,-0.8886,135,18225,7.349E-15,-1.0000,-1.47E-14,1.0000,3.626E-14,-1.0000,-2.94E-14,1.0000,-3.43E-14,-1.0000,1.0000
01JUL1999,10987359,10121273,12649199,7593346,866086,1289782,0.6715,136,18496,-0.5000,-0.8660,0.8660,0.5000,-1.0000,1.519E-14,0.8660,-0.5000,-0.5000,0.8660,-1.0000
01AUG1999,13223954,12149003,14676930,9621076,1074951,1289782,0.8334,137,18769,-0.8660,-0.5000,0.8660,-0.5000,9.805E-15,1.0000,-0.8660,-0.5000,0.8660,-0.5000,1.0000
01SEP1999,12139242,11484087,14012014,8956160,655155,1289782,0.5080,138,19044,-1.0000,-1.27E-14,2.548E-14,-1.0000,1.0000,-4.41E-15,-5.1E-14,1.0000,-1.0000,7.357E-15,-1.0000
01OCT1999,13246477,11730608,14258534,9202681,1515869,1289782,1.1753,139,19321,-0.8660,0.5000,-0.8660,-0.5000,9.76E-16,-1.0000,0.8660,-0.5000,0.8660,0.5000,1.0000
01NOV1999,9757839,10530127,13058054,8002201,-772288,1289782,-0.5988,140,19600,-0.5000,0.8660,-0.8660,0.5000,-1.0000,-6.37E-15,-0.8660,-0.5000,-0.5000,-0.8660,-1.0000
01DEC1999,14446017,11402397,13930324,8874470,3043620,1289782,2.3598,141,19881,-3.92E-15,1.0000,-7.84E-15,1.0000,-1.18E-14,1.0000,-1.57E-14,1.0000,-1.96E-14,1.0000,1.0000
01JAN2000,14518000,14401285,16929211,11873358,116715,1289782,0.0905,142,20164,0.5000,0.8660,0.8660,0.5000,1.0000,1.715E-14,0.8660,-0.5000,0.5000,-0.8660,-1.0000
01FEB2000,13293000,11279381,13807308,8751454,2013619,1289782,1.5612,143,20449,0.8660,0.5000,0.8660,-0.5000,2.254E-14,-1.0000,-0.8660,-0.5000,-0.8660,0.5000,1.0000
01MAR2000,10718000,12923836,15451763,10395909,-2205836,1289782,-1.7102,144,20736,1.0000,9.309E-15,1.862E-14,-1.0000,-1.0000,-2.79E-14,-3.72E-14,1.0000,1.0000,-1.03E-14,-1.0000
01APR2000,11575000,11718308,14246235,9190381,-143308,1289782,-0.1111,145,21025,0.8660,-0.5000,-0.8660,-0.5000,-3.33E-14,1.0000,0.8660,-0.5000,-0.8660,-0.5000,1.0000
01MAY2000,7967000,9390630,11918557,6862704,-1423630,1289782,-1.1038,146,21316,0.5000,-0.8660,-0.8660,0.5000,1.0000,3.871E-14,-0.8660,-0.5000,0.5000,0.8660,-1.0000
01JUN2000,7348000,8918814,11446741,6390888,-1570814,1289782,-1.2179,147,21609,1.47E-14,-1.0000,-2.94E-14,1.0000,-1.27E-14,-1.0000,-5.88E-14,1.0000,-4.02E-14,-1.0000,1.0000
01JUL2000,11335000,11205413,13733340,8677487,129587,1289782,0.1005,148,21904,-0.5000,-0.8660,0.8660,0.5000,-1.0000,7.355E-15,0.8660,-0.5000,-0.5000,0.8660,-1.0000
01AUG2000,12399000,13243192,15771119,10715266,-844192,1289782,-0.6545,149,22201,-0.8660,-0.5000,0.8660,-0.5000,1.964E-15,1.0000,-0.8660,-0.5000,0.8660,-0.5000,1.0000
01SEP2000,11453000,12588324,15116251,10060398,-1135324,1289782,-0.8802,150,22500,-1.0000,-5.88E-15,1.176E-14,-1.0000,1.0000,3.426E-15,-2.35E-14,1.0000,-1.0000,-4.36E-14,-1.0000
01OCT2000,12238000,12844893,15372820,10316967,-606893,1289782,-0.4705,151,22801,-0.8660,0.5000,-0.8660,-0.5000,8.816E-15,-1.0000,0.8660,-0.5000,0.8660,0.5000,1.0000
01NOV2000,10797000,11654462,14182388,9126535,-857462,1289782,-0.6648,152,23104,-0.5000,0.8660,-0.8660,0.5000,-1.0000,-1.42E-14,-0.8660,-0.5000,-0.5000,-0.8660,-1.0000
01DEC2000,14016000,12536780,15064706,10008853,1479220,1289782,1.1469,153,23409,-1.13E-14,1.0000,-2.25E-14,1.0000,-1.96E-14,1.0000,-4.51E-14,1.0000,-1.37E-14,1.0000,1.0000
01JAN2001,,15545716,18073642,13017789,,1289782,,154,23716,0.5000,0.8660,0.8660,0.5000,1.0000,0,0.8660,-0.5000,0.5000,-0.8660,-1.0000
01FEB2001,,12433860,14961787,9905934,,1289782,,155,24025,0.8660,0.5000,0.8660,-0.5000,6.628E-15,-1.0000,-0.8660,-0.5000,-0.8660,0.5000,1.0000
01MAR2001,,14088364,16616291,11560437,,1289782,,156,24336,1.0000,9.769E-15,1.809E-14,-1.0000,-1.0000,0,-4.39E-14,1.0000,1.0000,0,-1.0000
01APR2001,,12892884,15420811,10364957,,1289782,,157,24649,0.8660,-0.5000,-0.8660,-0.5000,-8.21E-15,1.0000,0.8660,-0.5000,-0.8660,-0.5000,1.0000
01MAY2001,,10575255,13103182,8047328,,1289782,,158,24964,0.5000,-0.8660,-0.8660,0.5000,1.0000,0,-0.8660,-0.5000,0.5000,0.8660,-1.0000
01JUN2001,,10113487,12641414,7585560,,1289782,,159,25281,1.151E-14,-1.0000,-2.64E-14,1.0000,8.127E-15,-1.0000,-4.61E-14,1.0000,-1.09E-14,-1.0000,1.0000
01JUL2001,,12410135,14938062,9882208,,1289782,,160,25600,-0.5000,-0.8660,0.8660,0.5000,-1.0000,0,0.8660,-0.5000,-0.5000,0.8660,-1.0000
01AUG2001,,14457962,16985889,11930035,,1289782,,161,25921,-0.8660,-0.5000,0.8660,-0.5000,-7.62E-15,1.0000,-0.8660,-0.5000,0.8660,-0.5000,1.0000
01SEP2001,,13813143,16341069,11285216,,1289782,,162,26244,-1.0000,-7.37E-15,1.358E-14,-1.0000,1.0000,0,-3.21E-14,1.0000,-1.0000,0,-1.0000
01OCT2001,,14079760,16607687,11551833,,1289782,,163,26569,-0.8660,0.5000,-0.8660,-0.5000,3.147E-15,-1.0000,0.8660,-0.5000,0.8660,0.5000,1.0000
01NOV2001,,12899376,15427303,10371450,,1289782,,164,26896,-0.5000,0.8660,-0.8660,0.5000,-1.0000,0,-0.8660,-0.5000,-0.5000,-0.8660,-1.0000
01DEC2001,,13791743,16319670,11263816,,1289782,,165,27225,-8.38E-15,1.0000,-1.99E-14,1.0000,-7.03E-15,1.0000,-3.3E-14,1.0000,4.025E-15,1.0000,1.0000
