DATE,ACTUAL,PREDICT,UPPER,LOWER,ERROR,STD,NERROR,_LINEAR_,_QUAD_,cos1,sin2,cos2,cos3,sin4,sin5,cos5,cos6,cos4
1982-01-01,13837100,12280265.126234265,14810857.959065996,9749672.293402534,1556834.873765735,1291142.51730783,1.2057808126494833,-50,2500,0.8660254037844387,0.8660254037844386,0.5000000000000001,6.123233995736766e-17,0.8660254037844387,0.49999999999999994,-0.8660254037844387,-1,-0.4999999999999998
1982-02-01,8937600,9176795.000606371,11707387.833438102,6646202.16777464,-239195.0006063711,1291142.51730783,-0.18525840284860126,-49,2401,0.5000000000000001,0.8660254037844387,-0.4999999999999998,-1,-0.8660254037844384,-0.8660254037844386,0.5000000000000001,1,-0.5000000000000004
1982-03-01,9269900,10848998.43304744,13379591.265879171,8318405.600215709,-1579098.43304744,1291142.51730783,-1.223024113821322,-48,2304,6.123233995736766e-17,1.2246467991473532e-16,-1,-1.8369701987210297e-16,-2.4492935982947064e-16,1,3.061616997868383e-16,-1,1
1982-04-01,10497400,9294166.888860011,11824759.721691743,6763574.05602828,1203233.1111399885,1291142.51730783,0.9319134758638868,-47,2209,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,1,0.8660254037844392,-0.8660254037844387,-0.49999999999999983,1,-0.4999999999999992
1982-05-01,8337900,6626500.785029495,9157093.617861226,4095907.9521977645,1711399.2149705049,1291142.51730783,1.3254921064321814,-46,2116,-0.8660254037844385,-0.866025403784439,0.49999999999999933,3.061616997868383e-16,-0.8660254037844378,0.5000000000000006,0.8660254037844383,-1,-0.5000000000000013
1982-06-01,6429600,6207880.870828999,8738473.70366073,3677288.0379972686,221719.1291710008,1291142.51730783,0.17172320344101816,-45,2025,-1,-2.4492935982947064e-16,1,-1,-4.898587196589413e-16,6.123233995736766e-16,-1,1,1
1982-07-01,9375500,8547676.368201146,11078269.201032877,6017083.535369415,827823.6317988541,1291142.51730783,0.6411558915470886,-44,1936,-0.8660254037844388,0.8660254037844384,0.5000000000000006,-4.286263797015736e-16,0.8660254037844393,-0.5000000000000001,0.8660254037844386,-1,-0.499999999999999
1982-08-01,9191700,10245466.499716869,12776059.3325486,7714873.666885138,-1053766.4997168686,1291142.51730783,-0.8161504137545438,-43,1849,-0.5000000000000004,0.8660254037844392,-0.4999999999999992,1,-0.8660254037844377,0.8660254037844385,-0.5000000000000003,1,-0.5000000000000016
1982-09-01,12353300,9241295.485053038,11771888.31788477,6710702.652221307,3112004.514946962,1291142.51730783,2.410271889609695,-42,1764,-1.8369701987210297e-16,3.6739403974420594e-16,-1,5.51091059616309e-16,-7.347880794884119e-16,-1,8.578717400397356e-16,-1,1
1982-10-01,9777900,9525612.68202715,12056205.514858881,6995019.849195419,252287.31797285005,1291142.51730783,0.1953985052702749,-41,1681,0.49999999999999933,-0.8660254037844378,-0.5000000000000013,-1,0.8660254037844403,0.8660254037844394,0.49999999999999883,1,-0.4999999999999972
1982-11-01,9134100,8353614.438773811,10884207.271605542,5823021.60594208,780485.5612261891,1291142.51730783,0.6044921848391956,-40,1600,0.8660254037844384,-0.8660254037844392,0.4999999999999991,-2.4499125789312946e-15,-0.8660254037844376,-0.5000000000000016,-0.8660254037844377,-1,-0.5000000000000018
1982-12-01,11450700,8861181.300119556,11391774.132951288,6330588.467287825,2589518.6998804435,1291142.51730783,2.005602530447116,-39,1521,1,-4.898587196589413e-16,1,1,-9.797174393178826e-16,-1.2246467991473533e-15,1,1,1
1983-01-01,9435899,11494769.622102104,14025362.454933835,8964176.789270373,-2058870.6221021041,1291142.51730783,-1.5946114348360776,-38,1444,0.866025403784439,0.8660254037844378,0.5000000000000014,-9.803364199544708e-16,0.8660254037844404,0.5000000000000007,-0.8660254037844383,-1,-0.499999999999997
1983-02-01,7966280,8401348.30493085,10931941.137762582,5870755.47209912,-435068.30493085086,1291142.51730783,-0.3369638123590064,-37,1369,0.5000000000000006,0.8660254037844393,-0.499999999999999,-1,-0.8660254037844375,-0.8660254037844388,0.4999999999999998,1,-0.500000000000002
1983-03-01,10681175,10083600.545828559,12614193.37866029,7553007.712996827,597574.4541714415,1291142.51730783,0.4628260987156151,-36,1296,1.1943401194869635e-15,2.388680238973927e-15,-1,-2.6948419387607653e-15,-4.777360477947854e-15,1,-2.45548340466059e-16,-1,1
1983-04-01,8806186,8538817.810097774,11069410.642929506,6008224.977266043,267368.1899022255,1291142.51730783,0.2070787587877725,-35,1225,-0.4999999999999992,-0.8660254037844377,-0.5000000000000016,1,0.8660254037844405,-0.866025403784439,-0.4999999999999994,1,-0.49999999999999684
1983-05-01,6468370,5881200.5147239,8411793.34755563,3350607.681892169,587169.4852761002,1291142.51730783,0.45476736874904505,-34,1156,-0.8660254037844379,-0.8660254037844402,0.49999999999999734,-7.354070601250002e-16,-0.8660254037844356,0.5000000000000011,0.866025403784438,-1,-0.5000000000000053
1983-06-01,6724201,5472629.408980037,8003222.241811767,2942036.5761483065,1251571.591019963,1291142.51730783,0.9693520074217858,-33,1089,-1,-7.347880794884119e-16,1,-1,-1.4695761589768238e-15,-1.7157434800794711e-15,-1,1,1
1983-07-01,7468720,7822473.714808824,10353066.547640555,5291880.8819770925,-353753.71480882354,1291142.51730783,-0.27398502494243454,-32,1024,-0.8660254037844392,0.8660254037844377,0.5000000000000017,-2.939771298590236e-15,0.8660254037844406,-0.4999999999999981,0.8660254037844397,-1,-0.4999999999999966
1983-08-01,11850333,9530312.654781189,12060905.48761292,6999719.821949458,2320020.345218811,1291142.51730783,1.7968739423563413,-31,961,-0.5000000000000013,0.8660254037844403,-0.4999999999999972,1,-0.8660254037844355,0.8660254037844373,-0.5000000000000023,1,-0.5000000000000056
1983-09-01,9334953,8536190.448573995,11066783.281405726,6005597.615742264,798762.5514260046,1291142.51730783,0.61864785700924,-30,900,-4.286263797015736e-16,8.572527594031472e-16,-1,-4.904777002955296e-16,-1.7145055188062944e-15,-1,3.185938619692883e-15,-1,1
1983-10-01,9170822,8830556.454004753,11361149.286836484,6299963.621173022,340265.5459952466,1291142.51730783,0.26353833247218644,-29,841,0.4999999999999991,-0.8660254037844376,-0.5000000000000018,-1,0.8660254037844407,0.8660254037844405,0.49999999999999684,1,-0.4999999999999964
1983-11-01,6759958,7668607.019208051,10199199.852039782,5138014.18637632,-908649.0192080513,1291142.51730783,-0.7037557876280625,-28,784,0.8660254037844378,-0.8660254037844403,0.4999999999999971,-3.1847006584197066e-15,-0.8660254037844354,-0.5000000000000037,-0.8660254037844366,-1,-0.5000000000000058
1983-12-01,6450523,8186222.689010436,10716815.521842167,5655629.856178705,-1735699.6890104357,1291142.51730783,-1.3443130140501878,-27,729,1,-9.797174393178826e-16,1,1,-1.959434878635765e-15,-2.4492935982947065e-15,1,1,1
1984-01-01,10439811,10829859.819449626,13360452.652281357,8299266.986617895,-390048.8194496259,1291142.51730783,-0.3020958679781682,-26,676,0.8660254037844392,0.8660254037844376,0.5000000000000019,-2.45548340466059e-16,0.8660254037844408,0.5000000000000017,-0.8660254037844377,-1,-0.49999999999999617
1984-02-01,7026791,7746487.310735015,10277080.143566746,5215894.477903284,-719696.3107350152,1291142.51730783,-0.5574104338502142,-25,625,0.5000000000000014,0.8660254037844404,-0.499999999999997,-1,-0.8660254037844353,-0.8660254037844394,0.4999999999999987,1,-0.500000000000006
1984-03-01,11771424,9438788.360089356,11969381.192921087,6908195.527257625,2332635.639910644,1291142.51730783,1.806644586977461,-24,576,2.3274478990165594e-15,4.654895798033119e-15,-1,-3.4296300182491773e-15,-9.309791596066238e-15,1,9.790984586812941e-16,-1,1
1984-04-01,6017676,7904054.432815216,10434647.265646946,5373461.599983485,-1886378.4328152156,1291142.51730783,-1.4610148821901674,-23,529,-0.499999999999999,-0.8660254037844375,-0.500000000000002,1,0.8660254037844409,-0.8660254037844384,-0.5000000000000004,1,-0.49999999999999595
1984-05-01,4757449,5256485.94589798,7787078.778729711,2725893.113066249,-499036.94589797966,1291142.51730783,-0.38650802619258867,-22,484,-0.8660254037844377,-0.8660254037844404,0.49999999999999695,-6.189806365883577e-19,-0.866025403784435,0.5,0.8660254037844386,-1,-0.5000000000000061
1984-06-01,4003151,4857963.648610748,7388556.481442479,2327370.8157790178,-854812.6486107484,1291142.51730783,-0.6620590966155494,-21,441,-1,-4.777360477947854e-15,1,-1,-9.554720955895708e-15,-4.91096680932118e-16,-1,1,1
1984-07-01,6131354,7217856.762896182,9748449.595727913,4687263.930064451,-1086502.762896182,1291142.51730783,-0.8415049061831348,-20,400,-0.8660254037844393,0.8660254037844374,0.5000000000000021,-3.674559378078648e-15,0.8660254037844412,-0.49999999999999917,0.8660254037844392,-1,-0.4999999999999958
1984-08-01,10162990,8935744.51132519,11466337.34415692,6405151.678493459,1227245.4886748102,1291142.51730783,0.9505112504805031,-19,361,-0.5000000000000016,0.8660254037844405,-0.49999999999999684,1,-0.8660254037844349,0.8660254037844379,-0.5000000000000012,1,-0.5000000000000063
1984-09-01,7349493,7951671.113574633,10482263.946406364,5421078.280742902,-602178.1135746334,1291142.51730783,-0.46639166900818896,-18,324,-2.4499125789312946e-15,4.899825157862589e-15,-1,2.443103791928823e-16,-9.799650315725178e-15,-1,1.96129182054553e-15,-1,1
1984-10-01,8028672,8256085.927462036,10786678.760293767,5725493.094630305,-227413.9274620358,1291142.51730783,-0.17613386935488587,-17,289,0.49999999999999734,-0.8660254037844356,-0.5000000000000053,-1,0.8660254037844448,0.8660254037844398,0.4999999999999979,1,-0.4999999999999894
1984-11-01,5534705,7104185.301121977,9634778.133953707,4573592.468290247,-1569480.3011219772,1291142.51730783,-1.2155747952553766,-16,256,0.8660254037844368,-0.8660254037844424,0.4999999999999936,-3.919488737908119e-15,-0.8660254037844313,-0.5000000000000026,-0.8660254037844372,-1,-0.5000000000000128
1984-12-01,6113325,7631849.779380999,10162442.612212729,5101256.946549268,-1518524.7793809986,1291142.51730783,-1.1761093442630057,-15,225,1,-1.4695761589768238e-15,1,1,-2.9391523179536475e-15,3.4314869601589423e-15,1,1,1
1985-01-01,11298626,10285535.718276823,12816128.551108554,7754942.885445092,1013090.2817231771,1291142.51730783,0.7846463640865754,-14,196,0.8660254037844394,0.8660254037844373,0.5000000000000023,4.892397390223529e-16,0.8660254037844414,0.4999999999999966,-0.8660254037844406,-1,-0.49999999999999534
1985-02-01,7678109,7212212.018018856,9742804.850850586,4681619.185187126,465896.9819811443,1291142.51730783,0.36084086437846474,-13,169,0.5000000000000017,0.8660254037844406,-0.4999999999999966,-1,-0.8660254037844347,-0.8660254037844365,0.5000000000000038,1,-0.5000000000000068
1985-03-01,6948456,8914561.875829838,11445154.70866157,6383969.042998107,-1966105.8758298382,1291142.51730783,-1.5227644117315406,-12,144,2.57237725884603e-15,5.14475451769206e-15,-1,-4.164418097737589e-15,-1.028950903538412e-14,1,-4.9016820997723545e-15,-1,1
1985-04-01,7715491,7389876.75701234,9920469.58984407,4859283.92418061,325614.24298765976,1291142.51730783,0.25219078345169843,-11,121,-0.4999999999999972,-0.8660254037844355,-0.5000000000000056,1,0.866025403784445,-0.8660254037844414,-0.49999999999999534,1,-0.49999999999998895
1985-05-01,5057673,4752357.078551758,7282949.911383489,2221764.2457200275,305315.9214482419,1291142.51730783,0.2364695743153577,-10,100,-0.8660254037844367,-0.8660254037844425,0.49999999999999345,7.839596456452825e-15,-0.866025403784431,0.5000000000000051,0.8660254037844357,-1,-0.5000000000000131
1985-06-01,4756542,4363883.589721153,6894476.422552884,1833290.756889422,392658.41027884744,1291142.51730783,0.304117016530121,-9,81,-1,-1.7145055188062944e-15,1,-1,-3.429011037612589e-15,-6.371877239385766e-15,-1,1,1
1985-07-01,7100544,6733825.512463223,9264418.345294954,4203232.679631492,366718.4875367768,1291142.51730783,0.28402634304183866,-8,64,-0.8660254037844394,0.8660254037844372,0.5000000000000026,-4.40934745756706e-15,0.8660254037844416,-0.49999999999999406,0.866025403784442,-1,-0.4999999999999949
1985-08-01,9234738,8461762.069348868,10992354.902180599,5931169.236517137,772975.930651132,1291142.51730783,0.5986759170961772,-7,49,-0.5000000000000018,0.8660254037844407,-0.4999999999999964,1,-0.8660254037844345,0.8660254037844349,-0.5000000000000063,1,-0.5000000000000072
1985-09-01,6327204,7487737.480054951,10018330.312886681,4957144.647223221,-1160533.4800549513,1291142.51730783,-0.8988422768965795,-6,36,-2.6948419387607653e-15,5.3896838775215305e-15,-1,9.790984586812941e-16,-1.0779367755043061e-14,-1,7.842072378999179e-15,-1,1
1985-10-01,8991172,7802201.102399,10332793.93523073,5271608.26956727,1188970.897601,1291142.51730783,0.9208672796866231,-5,25,0.4999999999999971,-0.8660254037844354,-0.5000000000000058,-1,0.8660254037844453,0.8660254037844428,0.4999999999999928,1,-0.49999999999998856
1985-11-01,5077428,6660349.284515577,9190942.117347308,4129756.451683847,-1582921.2845155774,1291142.51730783,-1.225984942248,-4,16,0.8660254037844367,-0.8660254037844426,0.4999999999999932,2.4511505402044715e-15,-0.8660254037844308,-0.5000000000000077,-0.8660254037844343,-1,-0.5000000000000135
1985-12-01,5534582,7198062.571231232,9728655.404062962,4667469.738399502,-1663480.571231232,1291142.51730783,-1.2883787412560517,-3,9,1,-1.959434878635765e-15,1,1,-3.91886975727153e-15,-4.898587196589413e-15,1,1,1
1986-01-01,11521428,9861797.31858371,12392390.151415441,7331204.485751979,1659630.6814162899,1291142.51730783,1.2853969714178393,-2,4,0.8660254037844395,0.866025403784437,0.5000000000000028,8.329455176111767e-15,0.8660254037844418,0.5000000000000038,-0.8660254037844365,-1,-0.4999999999999945
1986-02-01,5970190,6798522.426782376,9329115.259614106,4267929.593950646,-828332.4267823761,1291142.51730783,-0.6415499572499074,-1,1,0.5000000000000019,0.8660254037844408,-0.49999999999999617,-1,-0.8660254037844343,-0.8660254037844406,0.4999999999999966,1,-0.5000000000000077
1986-03-01,7808768,8510921.093049996,11041513.925881727,5980328.260218265,-702153.0930499956,1291142.51730783,-0.5438230742443985,0,0,2.8173066186755008e-15,5.6346132373510016e-15,-1,-4.899206177226001e-15,-1.1269226474702003e-14,1,3.4283920569760004e-15,-1,1
1986-04-01,7230095,6996284.782689147,9526877.615520878,4465691.949857416,233810.2173108533,1291142.51730783,0.181087845978748,1,1,-0.499999999999997,-0.8660254037844353,-0.500000000000006,1,0.8660254037844455,-0.8660254037844372,-0.5000000000000026,1,-0.4999999999999881
1986-05-01,4218875,4368813.912685188,6899406.745516919,1838221.0798534579,-149938.91268518846,1291142.51730783,-0.11612886313884783,2,4,-0.8660254037844366,-0.8660254037844427,0.499999999999993,1.4689571783402355e-15,-0.8660254037844306,0.4999999999999979,0.8660254037844398,-1,-0.500000000000014
1986-06-01,4486385,3990389.232311219,6520982.06514295,1459796.3994794884,495995.767688781,1291142.51730783,0.38415260983193794,3,9,-1,-9.309791596066238e-15,1,-1,-1.8619583192132475e-14,1.9581969173625882e-15,-1,1,1
1986-07-01,4231782,6370379.963509944,8900972.796341674,3839787.1306782137,-2138597.9635099443,1291142.51730783,-1.6563608856822012,4,16,-0.8660254037844395,0.8660254037844369,0.500000000000003,1.96129182054553e-15,0.866025403784442,-0.5000000000000012,0.8660254037844379,-1,-0.49999999999999406
1986-08-01,5210469,8108365.32885223,10638958.16168396,5577772.4960205,-2897896.3288522298,1291142.51730783,-2.244443421238,5,25,-0.500000000000002,0.8660254037844409,-0.49999999999999595,1,-0.866025403784434,0.8660254037844392,-0.49999999999999917,1,-0.5000000000000081
1986-09-01,5321766,7144389.548014958,9674982.380846689,4613796.715183228,-1822623.5480149584,1291142.51730783,-1.4116362241833094,6,36,-2.939771298590236e-15,5.879542597180472e-15,-1,8.819313895770708e-15,-1.1759085194360944e-14,-1,-4.880017777491762e-16,-1,1
1986-10-01,4555609,7468901.978815636,9999494.811647367,4938309.145983905,-2913292.9788156357,1291142.51730783,-2.256368247318013,7,49,0.49999999999999695,-0.866025403784435,-0.5000000000000061,-1,0.8660254037844457,0.8660254037844386,0.5,1,-0.4999999999999877
1986-11-01,4146407,6337098.969388858,8867691.802220589,3806506.136557128,-2190691.9693888584,1291142.51730783,-1.6967081015631682,8,64,0.8660254037844366,-0.8660254037844428,0.4999999999999928,-5.389064896884942e-15,-0.8660254037844303,-0.5000000000000004,-0.8660254037844384,-1,-0.5000000000000144
1986-12-01,4932106,6884861.064561139,9415453.897392869,4354268.231729409,-1952755.0645611389,1291142.51730783,-1.5124241037564479,9,81,1,-9.554720955895708e-15,1,1,-1.9109441911791416e-14,9.82193361864236e-16,1,1,1
1987-01-01,9913116,9558644.620370265,12089237.453201996,7028051.787538534,354471.3796297349,1291142.51730783,0.27454086197149297,10,100,0.8660254037844396,0.8660254037844368,0.5000000000000032,1.9588158979991767e-15,0.8660254037844424,0.4999999999999987,-0.8660254037844394,-1,-0.4999999999999936
1987-02-01,5345289,6505418.537025576,9036011.369857308,3974825.704193846,-1160129.5370255765,1291142.51730783,-0.8985294198541075,11,121,0.5000000000000021,0.8660254037844412,-0.4999999999999958,-1,-0.8660254037844337,-0.8660254037844377,0.5000000000000017,1,-0.5000000000000084
1987-03-01,9602365,8227866.011749841,10758458.844581572,5697273.17891811,1374498.9882501587,1291142.51730783,1.0645602401167424,12,144,6.614949657305472e-15,1.3229899314610944e-14,-1,1.471433100886589e-15,-2.6459798629221888e-14,1,-2.452388501477648e-15,-1,1
1987-04-01,5869840,6723278.509845624,9253871.342677355,4192685.677013893,-853438.5098456237,1291142.51730783,-0.660994815371067,13,169,-0.49999999999999684,-0.8660254037844349,-0.5000000000000063,1,0.866025403784446,-0.8660254037844402,-0.49999999999999745,1,-0.4999999999999873
1987-05-01,4279168,4105856.4482983053,6636449.281130036,1575263.6154665747,173311.55170169473,1291142.51730783,0.134231155258575,14,196,-0.8660254037844383,-0.8660254037844394,0.4999999999999987,9.309172615429648e-15,-0.8660254037844372,0.500000000000003,0.8660254037844369,-1,-0.5000000000000026
1987-06-01,4775934,3737480.5763809755,6268073.409212707,1206887.743549245,1038453.4236190245,1291142.51730783,0.8042903162884844,15,225,-1,-9.799650315725178e-15,1,-1,-1.9599300631450357e-14,-3.92258364109106e-15,-1,1,1
1987-07-01,6145364,6127520.116036341,8658112.948868072,3596927.28320461,17843.883963659406,1291142.51730783,0.013820227995330685,16,256,-0.8660254037844396,0.8660254037844367,0.5000000000000034,-5.8789236165438834e-15,0.8660254037844426,-0.49999999999999617,0.8660254037844408,-1,-0.4999999999999932
1987-08-01,10242058,7875554.2898352705,10406147.122667002,5344961.457003539,2366503.7101647295,1291142.51730783,1.8328756728568913,17,289,-0.5000000000000053,0.8660254037844448,-0.4999999999999894,1,-0.8660254037844264,0.8660254037844362,-0.5000000000000042,1,-0.5000000000000212
1987-09-01,8503891,6921627.317454632,9452220.150286363,4391034.484622901,1582263.6825453676,1291142.51730783,1.2254756243676,18,324,-3.1847006584197066e-15,6.369401316839413e-15,-1,2.448674617658118e-15,-1.2738802633678827e-14,-1,5.392778780704473e-15,-1,1
1987-10-01,4272022,7256188.556711967,9786781.389543697,4725595.723880237,-2984166.556711967,1291142.51730783,-2.3112603889261374,19,361,0.4999999999999936,-0.8660254037844313,-0.5000000000000128,-1,0.8660254037844534,0.8660254037844416,0.4999999999999949,1,-0.4999999999999745
1987-11-01,6394995,6134434.355741819,8665027.18857355,3603841.5229100888,260560.64425818063,1291142.51730783,0.20180626132696597,20,400,0.8660254037844365,-0.866025403784443,0.49999999999999234,9.815743812276475e-16,-0.8660254037844298,-0.5000000000000056,-0.8660254037844355,-1,-0.5000000000000153
